AA_EXERCICIO;CO_UG;CO_GESTAO;CO_CONTA_CONTABIL;CO_FONTE_RECURSO;CO_NATUREZA_RECEITA;CO_CATEGORIA_RECEITA;CO_FONTE_RECEITA;CO_SUB_FONTE_RECEITA;CO_RUBRICA_RECEITA;CO_ALINEA_RECEITA;CO_SUB_ALINEA_RECEITA;CO_TIPO_FONTE;NO_UG;NO_GESTAO;NO_CONTA_CONTABIL;NO_FONTE_RECURSO;NO_NATUREZA_RECEITA;NO_CATEGORIA_RECEITA;NO_FONTE_RECEITA;NO_SUB_FONTE_RECEITA;NO_RUBRICA_RECEITA;NO_ALINEA_RECEITA;NO_SUB_ALINEA_RECEITA;NO_TIPO_FONTE;VR_RECEITA;VR_RECEITA_REALIZADA;VR_RECEITA_PREVISTA;IN_MES;DT_CARGA
2020;320206;32203;472180311;266000000;72180311;7;72;721;7218;721803;72180311;2;NOVO FUNDO CAPITALIZADO DE PREVIDÊNCIA DO DF;INSTITUTO DE PREV. DOS SERVIDORES DO DF - IPREV/DF; ;CONTRIBUIÇÃO PATRONAL EXECUTIVO PARA O RPPS;CPSSS PATRONAL - SERVIDOR CIVIL ATIVO - PRINCIPAL;RECEITAS CORRENTES INTRA ORÇAMENTÁRIA;CONTRIBUIÇÕES;CONTRIBUIÇÕES SOCIAIS;CONTRIBUIÇÕES SOCIAIS ESPECÍFICAS DE ESTADOS, DF E MUNICÍPIOS INTRA;CPSSS PATRONAL - SERVIDOR CIVIL - ESPECÍFICO DE EST/DF/MUN;CPSSS PATRONAL - SERVIDOR CIVIL ATIVO - PRINCIPAL;OUTRAS FONTES;3104167,48;3104167,48;,00;12;2024-08-01 07:33:00
2020;130101;00001;413210011;140005171;13210011;1;13;132;1321;132100;13210011;1;SECR. DE ESTADO DE ECONOMIA DO DISTRITO FEDERAL;TESOURO; ;PROGRAMA NACIONAL DE ALIMENTAÇÃO ESCOLAR;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;RECEITAS CORRENTES;RECEITA PATRIMONIAL;VALORES MOBILIÁRIOS;JUROS E CORREÇÕES MONETÁRIAS;JUROS E CORREÇÕES MONETÁRIAS;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;TESOURO;,97;,97;,00;11;2024-08-01 07:33:00
2020;130101;00001;477281091;131016283;77281091;7;77;772;7728;772810;77281091;1;SECR. DE ESTADO DE ECONOMIA DO DISTRITO FEDERAL;TESOURO; ;CONVÊNIOS COM ÓRGÃOS DO GDF;OUTRAS TRANSFERÊNCIAS DE CONVÊNIO DOS ESTADOS - PRINCIPAL;RECEITAS CORRENTES INTRA ORÇAMENTÁRIA;TRANSFERÊNCIAS CORRENTES INTRA ORÇAMENTÁRIA;TRANSFERÊNCIAS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES;TRANSFERÊNCIAS DOS ESTADOS - ESPECÍFICA E/M;TRANSFERÊNCIA DE CONVÊNIOS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS;OUTRAS TRANSFERÊNCIAS DE CONVÊNIO DOS ESTADOS - PRINCIPAL;TESOURO;1150011,16;1150011,16;,00;12;2024-08-01 07:33:00
2020;170901;17901;413210011;138007212;13210011;1;13;132;1321;132100;13210011;1;FUNDO DE SAÚDE DO DISTRITO FEDERAL;FUNDO DE SAUDE DO DISTRITO FEDERAL; ;RECURSOS DO SISTEMA ÚNICO DE SAÚDE;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;RECEITAS CORRENTES;RECEITA PATRIMONIAL;VALORES MOBILIÁRIOS;JUROS E CORREÇÕES MONETÁRIAS;JUROS E CORREÇÕES MONETÁRIAS;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;TESOURO;145,79;145,79;,00;12;2024-08-01 07:33:00
2020;130101;00001;413210011;121008820;13210011;1;13;132;1321;132100;13210011;1;SECR. DE ESTADO DE ECONOMIA DO DISTRITO FEDERAL;TESOURO; ;APLICAÇÕES FINANCEIRAS VINCULADAS;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;RECEITAS CORRENTES;RECEITA PATRIMONIAL;VALORES MOBILIÁRIOS;JUROS E CORREÇÕES MONETÁRIAS;JUROS E CORREÇÕES MONETÁRIAS;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;TESOURO;94,70;94,70;,00;10;2024-08-01 07:33:00
2020;130101;00001;413210011;121018952;13210011;1;13;132;1321;132100;13210011;1;SECR. DE ESTADO DE ECONOMIA DO DISTRITO FEDERAL;TESOURO; ;APLICAÇÕES FINANCEIRAS VINCULADAS;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;RECEITAS CORRENTES;RECEITA PATRIMONIAL;VALORES MOBILIÁRIOS;JUROS E CORREÇÕES MONETÁRIAS;JUROS E CORREÇÕES MONETÁRIAS;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;TESOURO;,21;,21;,00;10;2024-08-01 07:33:00
2020;280209;28209;413210011;220000000;13210011;1;13;132;1321;132100;13210011;2;COMPANHIA DE DESENV. DA HABITAÇÃO  DO DF - CODHAB;COMPANHIA DE DESENV. HABITACIONAL DO DF - CODHAB; ;DIRETAMENTE ARRECADADOS;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;RECEITAS CORRENTES;RECEITA PATRIMONIAL;VALORES MOBILIÁRIOS;JUROS E CORREÇÕES MONETÁRIAS;JUROS E CORREÇÕES MONETÁRIAS;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;OUTRAS FONTES;248,90;248,90;,00;7;2024-08-01 07:33:00
2020;130101;00001;413210011;121007139;13210011;1;13;132;1321;132100;13210011;1;SECR. DE ESTADO DE ECONOMIA DO DISTRITO FEDERAL;TESOURO; ;APLICAÇÕES FINANCEIRAS VINCULADAS;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;RECEITAS CORRENTES;RECEITA PATRIMONIAL;VALORES MOBILIÁRIOS;JUROS E CORREÇÕES MONETÁRIAS;JUROS E CORREÇÕES MONETÁRIAS;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;TESOURO;287,59;287,59;,00;7;2024-08-01 07:33:00
2020;130101;00001;413210011;121018863;13210011;1;13;132;1321;132100;13210011;1;SECR. DE ESTADO DE ECONOMIA DO DISTRITO FEDERAL;TESOURO; ;APLICAÇÕES FINANCEIRAS VINCULADAS;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;RECEITAS CORRENTES;RECEITA PATRIMONIAL;VALORES MOBILIÁRIOS;JUROS E CORREÇÕES MONETÁRIAS;JUROS E CORREÇÕES MONETÁRIAS;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;TESOURO;111,77;111,77;,00;8;2024-08-01 07:33:00
2020;130101;00001;411210113;160000000;11210113;1;11;112;1121;112101;11210113;1;SECR. DE ESTADO DE ECONOMIA DO DISTRITO FEDERAL;TESOURO; ;RECURSOS DECOR. DE TAXAS PELO PODER DE POLÍCIA;TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO - DÍVIDA ATIVA;RECEITAS CORRENTES;IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA;TAXAS;TAXAS PELO EXERCÍCIO DO PODER DE POLÍCIA;TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO;TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO - DÍVIDA ATIVA;TESOURO;24451,22;24451,22;,00;9;2024-08-01 07:33:00
2020;170901;17901;413210011;138003463;13210011;1;13;132;1321;132100;13210011;1;FUNDO DE SAÚDE DO DISTRITO FEDERAL;FUNDO DE SAUDE DO DISTRITO FEDERAL; ;RECURSOS DO SISTEMA ÚNICO DE SAÚDE;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;RECEITAS CORRENTES;RECEITA PATRIMONIAL;VALORES MOBILIÁRIOS;JUROS E CORREÇÕES MONETÁRIAS;JUROS E CORREÇÕES MONETÁRIAS;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;TESOURO;2004,69;2004,69;,00;9;2024-08-01 07:33:00
2020;130101;00001;413100216;120000000;13100216;1;13;131;1310;131002;13100216;1;SECR. DE ESTADO DE ECONOMIA DO DISTRITO FEDERAL;TESOURO; ;DIRETAMENTE ARRECADADOS;CONCESSÃO, PERMISSÃO, AUTORIZAÇÃO OU CESSÃO DO DIREITO DE USO DE BENS;RECEITAS CORRENTES;RECEITA PATRIMONIAL;EXPLORAÇÃO DO PATRIMÔNIO IMOBILIÁRIO DO ESTADO;EXPLORAÇÃO DO PATRIMÔNIO IMOBILIÁRIO DO ESTADO;CONCESSÃO, PERMISSÃO, AUTORIZAÇÃO OU CESSÃO DO DIREITO DE USO DE BENS;CONCESSÃO, PERMISSÃO, AUTORIZAÇÃO OU CESSÃO DO DIREITO DE USO DE BENS;TESOURO;338,24;338,24;,00;9;2024-08-01 07:33:00
2020;130101;00001;415000011;120000000;15000011;1;15;150;1500;150000;15000011;1;SECR. DE ESTADO DE ECONOMIA DO DISTRITO FEDERAL;TESOURO; ;DIRETAMENTE ARRECADADOS;RECEITA INDUSTRIAL - PRINCIPAL;RECEITAS CORRENTES;RECEITA INDUSTRIAL;RECEITA INDUSTRIAL;RECEITA INDUSTRIAL;RECEITA INDUSTRIAL;RECEITA INDUSTRIAL - PRINCIPAL;TESOURO;165672,20;165672,20;,00;7;2024-08-01 07:33:00
2020;130101;00001;412180111;106000000;12180111;1;12;121;1218;121801;12180111;1;SECR. DE ESTADO DE ECONOMIA DO DISTRITO FEDERAL;TESOURO; ;CONTRIB. P/ O PLANO DE SEG. SOCIAL DO SERV.DO EXEC;CPSSS DO SERVIDOR CIVIL ATIVO - PRINCIPAL;RECEITAS CORRENTES;CONTRIBUIÇÕES;CONTRIBUIÇÕES SOCIAIS;CONTRIBUIÇÕES SOCIAIS ESPECÍFICAS DE ESTADOS, DF E MUNICÍPIOS;CONTRIBUIÇÕES PARA O REGIME PRÓPRIO DE PREVIDÊNCIA SOCIAL - RPPS DE ES;CPSSS DO SERVIDOR CIVIL ATIVO - PRINCIPAL;TESOURO;19022,53;19022,53;,00;7;2024-08-01 07:33:00
2020;130101;00001;413210011;121011830;13210011;1;13;132;1321;132100;13210011;1;SECR. DE ESTADO DE ECONOMIA DO DISTRITO FEDERAL;TESOURO; ;APLICAÇÕES FINANCEIRAS VINCULADAS;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;RECEITAS CORRENTES;RECEITA PATRIMONIAL;VALORES MOBILIÁRIOS;JUROS E CORREÇÕES MONETÁRIAS;JUROS E CORREÇÕES MONETÁRIAS;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;TESOURO;1,19;1,19;,00;6;2024-08-01 07:33:00
2020;130101;00001;419220611;100000000;19220611;1;19;192;1922;192206;19220611;1;SECR. DE ESTADO DE ECONOMIA DO DISTRITO FEDERAL;TESOURO; ;ORDINÁRIO NÃO VINCULADO;RESTITUIÇÃO DE DESPESAS DE EXERCÍCIOS ANTERIORES - PRINCIPAL;RECEITAS CORRENTES;OUTRAS RECEITAS CORRENTES;INDENIZAÇÕES, RESTITUIÇÕES E RESSARCIMENTOS;RESTITUIÇÕES;RESTITUIÇÃO DE DESPESAS DE EXERCÍCIOS ANTERIORES;RESTITUIÇÃO DE DESPESAS DE EXERCÍCIOS ANTERIORES - PRINCIPAL;TESOURO;66716,71;66716,71;,00;7;2024-08-01 07:33:00
2020;130101;00001;411180144;120000000;11180144;1;11;111;1118;111801;11180144;1;SECR. DE ESTADO DE ECONOMIA DO DISTRITO FEDERAL;TESOURO; ;DIRETAMENTE ARRECADADOS;IMPOSTO SOBRE TRANSMISSÃO INTER VIVOS DE BENS IMÓVEIS E DE DIREITOS;RECEITAS CORRENTES;IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA;IMPOSTOS;IMPOSTOS ESPECÍFICOS DE ESTADOS/DF MUNICÍPIOS;IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS;IMPOSTO SOBRE TRANSMISSÃO INTER VIVOS DE BENS IMÓVEIS E DE DIREITOS;TESOURO;2258,04;2258,04;,00;8;2024-08-01 07:33:00
2020;130101;00001;413210011;121016912;13210011;1;13;132;1321;132100;13210011;1;SECR. DE ESTADO DE ECONOMIA DO DISTRITO FEDERAL;TESOURO; ;APLICAÇÕES FINANCEIRAS VINCULADAS;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;RECEITAS CORRENTES;RECEITA PATRIMONIAL;VALORES MOBILIÁRIOS;JUROS E CORREÇÕES MONETÁRIAS;JUROS E CORREÇÕES MONETÁRIAS;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;TESOURO;,04;,04;,00;7;2024-08-01 07:33:00
2020;130101;00001;413210011;121018952;13210011;1;13;132;1321;132100;13210011;1;SECR. DE ESTADO DE ECONOMIA DO DISTRITO FEDERAL;TESOURO; ;APLICAÇÕES FINANCEIRAS VINCULADAS;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;RECEITAS CORRENTES;RECEITA PATRIMONIAL;VALORES MOBILIÁRIOS;JUROS E CORREÇÕES MONETÁRIAS;JUROS E CORREÇÕES MONETÁRIAS;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;TESOURO;,17;,17;,00;7;2024-08-01 07:33:00
2020;170901;17901;413210011;138008867;13210011;1;13;132;1321;132100;13210011;1;FUNDO DE SAÚDE DO DISTRITO FEDERAL;FUNDO DE SAUDE DO DISTRITO FEDERAL; ;RECURSOS DO SISTEMA ÚNICO DE SAÚDE;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;RECEITAS CORRENTES;RECEITA PATRIMONIAL;VALORES MOBILIÁRIOS;JUROS E CORREÇÕES MONETÁRIAS;JUROS E CORREÇÕES MONETÁRIAS;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;TESOURO;179,34;179,34;,00;7;2024-08-01 07:33:00
2020;130101;00001;413210011;121007938;13210011;1;13;132;1321;132100;13210011;1;SECR. DE ESTADO DE ECONOMIA DO DISTRITO FEDERAL;TESOURO; ;APLICAÇÕES FINANCEIRAS VINCULADAS;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;RECEITAS CORRENTES;RECEITA PATRIMONIAL;VALORES MOBILIÁRIOS;JUROS E CORREÇÕES MONETÁRIAS;JUROS E CORREÇÕES MONETÁRIAS;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;TESOURO;615,10;615,10;,00;2;2024-08-01 07:33:00
2020;140905;14905;416100111;100000000;16100111;1;16;161;1610;161001;16100111;1;FUNDO DE MELHORIA DA GESTÃO PÚBLICA - PRÓ-GESTÃO;FUNDO DE MELHORIA DA GESTÃO PÚBLICA - PRO-GESTÃO; ;ORDINÁRIO NÃO VINCULADO;SERVIÇOS ADMINISTRATIVOS E COMERCIAIS GERAIS - PRINCIPAL;RECEITAS CORRENTES;RECEITA DE SERVIÇOS;SERVIÇOS ADMINISTRATIVOS E COMERCIAIS GERAIS;SERVIÇOS ADMINISTRATIVOS E COMERCIAIS GERAIS;SERVIÇOS ADMINISTRATIVOS E COMERCIAIS GERAIS;SERVIÇOS ADMINISTRATIVOS E COMERCIAIS GERAIS - PRINCIPAL;TESOURO;81480,75;81480,75;,00;3;2024-08-01 07:33:00
2020;130101;00001;411180232;100000000;11180232;1;11;111;1118;111802;11180232;1;SECR. DE ESTADO DE ECONOMIA DO DISTRITO FEDERAL;TESOURO; ;ORDINÁRIO NÃO VINCULADO;IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - MULTAS E JUROS;RECEITAS CORRENTES;IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA;IMPOSTOS;IMPOSTOS ESPECÍFICOS DE ESTADOS/DF MUNICÍPIOS;IMPOSTOS SOBRE A PRODUÇÃO, CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS;IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - MULTAS E JUROS;TESOURO;543445,93;543445,93;,00;3;2024-08-01 07:33:00
2020;130101;00001;497580111;101000000;97580111;9;97;975;9758;975801;97580111;1;SECR. DE ESTADO DE ECONOMIA DO DISTRITO FEDERAL;TESOURO; ;COTA-PARTE DO FUNDO DE PARTICIP. DOS ESTADOS E DF;DEDUÇÃO DAS RECEITAS QUE COMPÕEM O FUNDEB;DEDUÇÕES/RESTITUIÇÕES DA RECEITA;DEDUÇÃO PARA FORMAÇÃO DO FUNDEB;DEDUÇÃO PARA FORMAÇÃO DO FUNDEB;DEDUÇÃO PARA FORMAÇÃO DO FUNDEB;DEDUÇÃO PARA FORMAÇÃO DO FUNDEB;DEDUÇÃO DAS RECEITAS QUE COMPÕEM O FUNDEB;TESOURO;-9943545,61;-9943545,61;,00;3;2024-08-01 07:33:00
2020;130101;00001;424181091;132009319;24181091;2;24;241;2418;241810;24181091;1;SECR. DE ESTADO DE ECONOMIA DO DISTRITO FEDERAL;TESOURO; ;CONVÊNIOS OUTROS ÓRGÃOS(NÃO-INTEGRANTES DO GDF);OUTRAS TRANSFERÊNCIAS DE CONVÊNIOS DA UNIÃO - PRINCIPAL;RECEITAS DE CAPITAL;TRANSFERÊNCIAS DE CAPITAL;TRANSFERÊNCIAS DA UNIÃO E DE SUAS ENTIDADES;TRANSFERÊNCIAS DA UNIÃO - ESPECÍFICAS DE ESTADOS, DF E MUNICÍPIOS;TRANSFERÊNCIA DE CONVÊNIOS DA UNIÃO E DE SUAS ENTIDADES;OUTRAS TRANSFERÊNCIAS DE CONVÊNIOS DA UNIÃO - PRINCIPAL;TESOURO;110083,10;110083,10;,00;3;2024-08-01 07:33:00
2020;130101;00001;471180211;100000000;71180211;7;71;711;7118;711802;71180211;1;SECR. DE ESTADO DE ECONOMIA DO DISTRITO FEDERAL;TESOURO; ;ORDINÁRIO NÃO VINCULADO;IMPOSTO SOBRE OPERAÇÕES RELATIVAS À CIRCULAÇÃO DE MERCADORIAS E SOBRE;RECEITAS CORRENTES INTRA ORÇAMENTÁRIA;IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA - INTRA;IMPOSTOS INTRA;IMPOSTOS ESPECÍFICOS DE ESTADOS/DF MUNICÍPIOS INTRA;IMPOSTOS SOBRE A PRODUÇÃO, CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS;IMPOSTO SOBRE OPERAÇÕES RELATIVAS À CIRCULAÇÃO DE MERCADORIAS E SOBRE;TESOURO;5175,63;5175,63;,00;1;2024-08-01 07:33:00
