AA_EXERCICIO;CO_UG;CO_GESTAO;CO_CONTA_CONTABIL;CO_FONTE_RECURSO;CO_NATUREZA_RECEITA;CO_CATEGORIA_RECEITA;CO_FONTE_RECEITA;CO_SUB_FONTE_RECEITA;CO_RUBRICA_RECEITA;CO_ALINEA_RECEITA;CO_SUB_ALINEA_RECEITA;CO_TIPO_FONTE;NO_UG;NO_GESTAO;NO_CONTA_CONTABIL;NO_FONTE_RECURSO;NO_NATUREZA_RECEITA;NO_CATEGORIA_RECEITA;NO_FONTE_RECEITA;NO_SUB_FONTE_RECEITA;NO_RUBRICA_RECEITA;NO_ALINEA_RECEITA;NO_SUB_ALINEA_RECEITA;NO_TIPO_FONTE;VR_RECEITA;VR_RECEITA_REALIZADA;VR_RECEITA_PREVISTA;IN_MES;DT_CARGA
2021;130101;00001;413210011;121007938;13210011;1;13;132;1321;132100;13210011;1;SECR. DE ESTADO DE ECONOMIA DO DISTRITO FEDERAL;TESOURO; ;APLICAÇÕES FINANCEIRAS VINCULADAS;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;RECEITAS CORRENTES;RECEITA PATRIMONIAL;VALORES MOBILIÁRIOS;JUROS E CORREÇÕES MONETÁRIAS;JUROS E CORREÇÕES MONETÁRIAS;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;TESOURO;4731,94;4731,94;,00;12;2024-08-01 07:33:00
2021;130101;00001;413210011;121016160;13210011;1;13;132;1321;132100;13210011;1;SECR. DE ESTADO DE ECONOMIA DO DISTRITO FEDERAL;TESOURO; ;APLICAÇÕES FINANCEIRAS VINCULADAS;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;RECEITAS CORRENTES;RECEITA PATRIMONIAL;VALORES MOBILIÁRIOS;JUROS E CORREÇÕES MONETÁRIAS;JUROS E CORREÇÕES MONETÁRIAS;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;TESOURO;4841,33;4841,33;,00;11;2024-08-01 07:33:00
2021;130101;00001;413210011;121016160;13210011;1;13;132;1321;132100;13210011;1;SECR. DE ESTADO DE ECONOMIA DO DISTRITO FEDERAL;TESOURO; ;APLICAÇÕES FINANCEIRAS VINCULADAS;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;RECEITAS CORRENTES;RECEITA PATRIMONIAL;VALORES MOBILIÁRIOS;JUROS E CORREÇÕES MONETÁRIAS;JUROS E CORREÇÕES MONETÁRIAS;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;TESOURO;3100,00;3100,00;,00;9;2024-08-01 07:33:00
2021;130101;00001;411180231;377012218;11180231;1;11;111;1118;111802;11180231;3;SECR. DE ESTADO DE ECONOMIA DO DISTRITO FEDERAL;TESOURO; ;APOIO FINANC P/  CONST UNID EDUC INFANTIL - PROINF;IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - PRINCIPAL;RECEITAS CORRENTES;IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA;IMPOSTOS;IMPOSTOS ESPECÍFICOS DE ESTADOS/DF MUNICÍPIOS;IMPOSTOS SOBRE A PRODUÇÃO, CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS;IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - PRINCIPAL;TESOURO - EXERC¿¿IOS ANTERIORES;557,14;557,14;,00;6;2024-08-01 07:33:00
2021;170901;17901;413210011;138006851;13210011;1;13;132;1321;132100;13210011;1;FUNDO DE SAÚDE DO DISTRITO FEDERAL;FUNDO DE SAUDE DO DISTRITO FEDERAL; ;RECURSOS DO SISTEMA ÚNICO DE SAÚDE;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;RECEITAS CORRENTES;RECEITA PATRIMONIAL;VALORES MOBILIÁRIOS;JUROS E CORREÇÕES MONETÁRIAS;JUROS E CORREÇÕES MONETÁRIAS;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;TESOURO;9,83;9,83;,00;4;2024-08-01 07:33:00
2021;130101;00001;413210011;147005328;13210011;1;13;132;1321;132100;13210011;1;SECR. DE ESTADO DE ECONOMIA DO DISTRITO FEDERAL;TESOURO; ;PROGRAMA BRASIL ALFABETIZADO;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;RECEITAS CORRENTES;RECEITA PATRIMONIAL;VALORES MOBILIÁRIOS;JUROS E CORREÇÕES MONETÁRIAS;JUROS E CORREÇÕES MONETÁRIAS;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;TESOURO;3514,34;3514,34;,00;11;2024-08-01 07:33:00
2021;170901;17901;413210011;138010499;13210011;1;13;132;1321;132100;13210011;1;FUNDO DE SAÚDE DO DISTRITO FEDERAL;FUNDO DE SAUDE DO DISTRITO FEDERAL; ;RECURSOS DO SISTEMA ÚNICO DE SAÚDE;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;RECEITAS CORRENTES;RECEITA PATRIMONIAL;VALORES MOBILIÁRIOS;JUROS E CORREÇÕES MONETÁRIAS;JUROS E CORREÇÕES MONETÁRIAS;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;TESOURO;459,93;459,93;,00;3;2024-08-01 07:33:00
2021;130101;00001;413210011;121007938;13210011;1;13;132;1321;132100;13210011;1;SECR. DE ESTADO DE ECONOMIA DO DISTRITO FEDERAL;TESOURO; ;APLICAÇÕES FINANCEIRAS VINCULADAS;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;RECEITAS CORRENTES;RECEITA PATRIMONIAL;VALORES MOBILIÁRIOS;JUROS E CORREÇÕES MONETÁRIAS;JUROS E CORREÇÕES MONETÁRIAS;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;TESOURO;1251,93;1251,93;,00;6;2024-08-01 07:33:00
2021;130101;00001;413210011;121016160;13210011;1;13;132;1321;132100;13210011;1;SECR. DE ESTADO DE ECONOMIA DO DISTRITO FEDERAL;TESOURO; ;APLICAÇÕES FINANCEIRAS VINCULADAS;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;RECEITAS CORRENTES;RECEITA PATRIMONIAL;VALORES MOBILIÁRIOS;JUROS E CORREÇÕES MONETÁRIAS;JUROS E CORREÇÕES MONETÁRIAS;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;TESOURO;737,84;737,84;,00;4;2024-08-01 07:33:00
2021;170901;17901;413210011;121004067;13210011;1;13;132;1321;132100;13210011;1;FUNDO DE SAÚDE DO DISTRITO FEDERAL;FUNDO DE SAUDE DO DISTRITO FEDERAL; ;APLICAÇÕES FINANCEIRAS VINCULADAS;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;RECEITAS CORRENTES;RECEITA PATRIMONIAL;VALORES MOBILIÁRIOS;JUROS E CORREÇÕES MONETÁRIAS;JUROS E CORREÇÕES MONETÁRIAS;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;TESOURO;264,12;264,12;,00;9;2024-08-01 07:33:00
2021;130101;00001;413210011;147005328;13210011;1;13;132;1321;132100;13210011;1;SECR. DE ESTADO DE ECONOMIA DO DISTRITO FEDERAL;TESOURO; ;PROGRAMA BRASIL ALFABETIZADO;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;RECEITAS CORRENTES;RECEITA PATRIMONIAL;VALORES MOBILIÁRIOS;JUROS E CORREÇÕES MONETÁRIAS;JUROS E CORREÇÕES MONETÁRIAS;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;TESOURO;4710,08;4710,08;,00;8;2024-08-01 07:33:00
2021;130101;00001;413210011;147005328;13210011;1;13;132;1321;132100;13210011;1;SECR. DE ESTADO DE ECONOMIA DO DISTRITO FEDERAL;TESOURO; ;PROGRAMA BRASIL ALFABETIZADO;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;RECEITAS CORRENTES;RECEITA PATRIMONIAL;VALORES MOBILIÁRIOS;JUROS E CORREÇÕES MONETÁRIAS;JUROS E CORREÇÕES MONETÁRIAS;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;TESOURO;954,18;954,18;,00;5;2024-08-01 07:33:00
2021;130101;00001;413210011;121007938;13210011;1;13;132;1321;132100;13210011;1;SECR. DE ESTADO DE ECONOMIA DO DISTRITO FEDERAL;TESOURO; ;APLICAÇÕES FINANCEIRAS VINCULADAS;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;RECEITAS CORRENTES;RECEITA PATRIMONIAL;VALORES MOBILIÁRIOS;JUROS E CORREÇÕES MONETÁRIAS;JUROS E CORREÇÕES MONETÁRIAS;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;TESOURO;69,27;69,27;,00;1;2024-08-01 07:33:00
2021;130101;00001;413210011;121007943;13210011;1;13;132;1321;132100;13210011;1;SECR. DE ESTADO DE ECONOMIA DO DISTRITO FEDERAL;TESOURO; ;APLICAÇÕES FINANCEIRAS VINCULADAS;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;RECEITAS CORRENTES;RECEITA PATRIMONIAL;VALORES MOBILIÁRIOS;JUROS E CORREÇÕES MONETÁRIAS;JUROS E CORREÇÕES MONETÁRIAS;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;TESOURO;9354,25;9354,25;,00;12;2024-08-01 07:33:00
2021;180902;18902;413210011;158010330;13210011;1;13;132;1321;132100;13210011;1;FUNDO DE ASSISTÊNCIA SOCIAL DO DISTRITO FEDERAL;FUNDO DE ASSIST. SOCIAL DO DISTRITO FEDERAL; ;RECURSOS DO SISTEMA ASSISTÊNCIA SOCIAL;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;RECEITAS CORRENTES;RECEITA PATRIMONIAL;VALORES MOBILIÁRIOS;JUROS E CORREÇÕES MONETÁRIAS;JUROS E CORREÇÕES MONETÁRIAS;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;TESOURO;52066,46;52066,46;,00;12;2024-08-01 07:33:00
2021;130101;00001;413210011;140018841;13210011;1;13;132;1321;132100;13210011;1;SECR. DE ESTADO DE ECONOMIA DO DISTRITO FEDERAL;TESOURO; ;PROGRAMA NACIONAL DE ALIMENTAÇÃO ESCOLAR;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;RECEITAS CORRENTES;RECEITA PATRIMONIAL;VALORES MOBILIÁRIOS;JUROS E CORREÇÕES MONETÁRIAS;JUROS E CORREÇÕES MONETÁRIAS;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;TESOURO;106191,63;106191,63;,00;7;2024-08-01 07:33:00
2021;130101;00001;417180531;140018841;17180531;1;17;171;1718;171805;17180531;1;SECR. DE ESTADO DE ECONOMIA DO DISTRITO FEDERAL;TESOURO; ;PROGRAMA NACIONAL DE ALIMENTAÇÃO ESCOLAR;TRANSFERÊNCIAS DIRETAS DO FNDE REFERENTES AO PROGRAMA NACIONAL DE ALIM;RECEITAS CORRENTES;TRANSFERÊNCIAS CORRENTES;TRANSFERÊNCIAS DA UNIÃO E DE SUAS ENTIDADES;TRANSFERÊNCIAS DA UNIÃO - ESPECÍFICA E/M;TRANSFERÊNCIAS DE RECURSOS DO FUNDO NACIONAL DO DESENVOLVIMENTO DA EDU;TRANSFERÊNCIAS DIRETAS DO FNDE REFERENTES AO PROGRAMA NACIONAL DE ALIM;TESOURO;8087888,80;8087888,80;,00;8;2024-08-01 07:33:00
2021;180902;18902;413210011;158010324;13210011;1;13;132;1321;132100;13210011;1;FUNDO DE ASSISTÊNCIA SOCIAL DO DISTRITO FEDERAL;FUNDO DE ASSIST. SOCIAL DO DISTRITO FEDERAL; ;RECURSOS DO SISTEMA ASSISTÊNCIA SOCIAL;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;RECEITAS CORRENTES;RECEITA PATRIMONIAL;VALORES MOBILIÁRIOS;JUROS E CORREÇÕES MONETÁRIAS;JUROS E CORREÇÕES MONETÁRIAS;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;TESOURO;786,18;786,18;,00;5;2024-08-01 07:33:00
2021;180902;18902;413210011;158010324;13210011;1;13;132;1321;132100;13210011;1;FUNDO DE ASSISTÊNCIA SOCIAL DO DISTRITO FEDERAL;FUNDO DE ASSIST. SOCIAL DO DISTRITO FEDERAL; ;RECURSOS DO SISTEMA ASSISTÊNCIA SOCIAL;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;RECEITAS CORRENTES;RECEITA PATRIMONIAL;VALORES MOBILIÁRIOS;JUROS E CORREÇÕES MONETÁRIAS;JUROS E CORREÇÕES MONETÁRIAS;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;TESOURO;57,24;57,24;,00;1;2024-08-01 07:33:00
2021;130101;00001;413210011;121010215;13210011;1;13;132;1321;132100;13210011;1;SECR. DE ESTADO DE ECONOMIA DO DISTRITO FEDERAL;TESOURO; ;APLICAÇÕES FINANCEIRAS VINCULADAS;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;RECEITAS CORRENTES;RECEITA PATRIMONIAL;VALORES MOBILIÁRIOS;JUROS E CORREÇÕES MONETÁRIAS;JUROS E CORREÇÕES MONETÁRIAS;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;TESOURO;,37;,37;,00;11;2024-08-01 07:33:00
2021;180902;18902;417180411;158010330;17180411;1;17;171;1718;171804;17180411;1;FUNDO DE ASSISTÊNCIA SOCIAL DO DISTRITO FEDERAL;FUNDO DE ASSIST. SOCIAL DO DISTRITO FEDERAL; ;RECURSOS DO SISTEMA ASSISTÊNCIA SOCIAL;TRANSFERÊNCIAS DE RECURSOS DO FUNDO NACIONAL DE ASSISTÊNCIA SOCIAL  F;RECEITAS CORRENTES;TRANSFERÊNCIAS CORRENTES;TRANSFERÊNCIAS DA UNIÃO E DE SUAS ENTIDADES;TRANSFERÊNCIAS DA UNIÃO - ESPECÍFICA E/M;TRANSFERÊNCIAS DE RECURSOS DO FUNDO NACIONAL DE ASSISTÊNCIA SOCIAL - F;TRANSFERÊNCIAS DE RECURSOS DO FUNDO NACIONAL DE ASSISTÊNCIA SOCIAL  F;TESOURO;79971,44;79971,44;,00;10;2024-08-01 07:33:00
2021;130101;00001;421190011;135010233;21190011;2;21;211;2119;211900;21190011;1;SECR. DE ESTADO DE ECONOMIA DO DISTRITO FEDERAL;TESOURO; ;OPERAÇÕES DE CRÉDITO INTERNAS;OUTRAS OPERAÇÕES DE CRÉDITO - MERCADO INTERNO - PRINCIPAL;RECEITAS DE CAPITAL;OPERAÇÕES DE CRÉDITO;OPERAÇÕES DE CRÉDITO - MERCADO INTERNO;OUTRAS OPERAÇÕES DE CRÉDITO - MERCADO INTERNO;OUTRAS OPERAÇÕES DE CRÉDITO - MERCADO INTERNO;OUTRAS OPERAÇÕES DE CRÉDITO - MERCADO INTERNO - PRINCIPAL;TESOURO;233100,88;233100,88;,00;6;2024-08-01 07:33:00
2021;130101;00001;413210011;121007943;13210011;1;13;132;1321;132100;13210011;1;SECR. DE ESTADO DE ECONOMIA DO DISTRITO FEDERAL;TESOURO; ;APLICAÇÕES FINANCEIRAS VINCULADAS;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;RECEITAS CORRENTES;RECEITA PATRIMONIAL;VALORES MOBILIÁRIOS;JUROS E CORREÇÕES MONETÁRIAS;JUROS E CORREÇÕES MONETÁRIAS;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;TESOURO;136,94;136,94;,00;1;2024-08-01 07:33:00
2021;130101;00001;413210011;121007026;13210011;1;13;132;1321;132100;13210011;1;SECR. DE ESTADO DE ECONOMIA DO DISTRITO FEDERAL;TESOURO; ;APLICAÇÕES FINANCEIRAS VINCULADAS;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;RECEITAS CORRENTES;RECEITA PATRIMONIAL;VALORES MOBILIÁRIOS;JUROS E CORREÇÕES MONETÁRIAS;JUROS E CORREÇÕES MONETÁRIAS;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;TESOURO;,05;,05;,00;9;2024-08-01 07:33:00
2021;200202;20202;413210011;135007139;13210011;1;13;132;1321;132100;13210011;1;DEPTO DE ESTRADAS E RODAGEM DO DF - DER/DF;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO DF; ;OPERAÇÕES DE CRÉDITO INTERNAS;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;RECEITAS CORRENTES;RECEITA PATRIMONIAL;VALORES MOBILIÁRIOS;JUROS E CORREÇÕES MONETÁRIAS;JUROS E CORREÇÕES MONETÁRIAS;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;TESOURO;9335,66;9335,66;,00;12;2024-08-01 07:33:00
2021;180902;18902;413210011;158010329;13210011;1;13;132;1321;132100;13210011;1;FUNDO DE ASSISTÊNCIA SOCIAL DO DISTRITO FEDERAL;FUNDO DE ASSIST. SOCIAL DO DISTRITO FEDERAL; ;RECURSOS DO SISTEMA ASSISTÊNCIA SOCIAL;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;RECEITAS CORRENTES;RECEITA PATRIMONIAL;VALORES MOBILIÁRIOS;JUROS E CORREÇÕES MONETÁRIAS;JUROS E CORREÇÕES MONETÁRIAS;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;TESOURO;4389,59;4389,59;,00;9;2024-08-01 07:33:00
2021;180902;18902;413210011;158010330;13210011;1;13;132;1321;132100;13210011;1;FUNDO DE ASSISTÊNCIA SOCIAL DO DISTRITO FEDERAL;FUNDO DE ASSIST. SOCIAL DO DISTRITO FEDERAL; ;RECURSOS DO SISTEMA ASSISTÊNCIA SOCIAL;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;RECEITAS CORRENTES;RECEITA PATRIMONIAL;VALORES MOBILIÁRIOS;JUROS E CORREÇÕES MONETÁRIAS;JUROS E CORREÇÕES MONETÁRIAS;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;TESOURO;13522,99;13522,99;,00;6;2024-08-01 07:33:00
2021;130101;00001;413210011;121009410;13210011;1;13;132;1321;132100;13210011;1;SECR. DE ESTADO DE ECONOMIA DO DISTRITO FEDERAL;TESOURO; ;APLICAÇÕES FINANCEIRAS VINCULADAS;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;RECEITAS CORRENTES;RECEITA PATRIMONIAL;VALORES MOBILIÁRIOS;JUROS E CORREÇÕES MONETÁRIAS;JUROS E CORREÇÕES MONETÁRIAS;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;TESOURO;9758,46;9758,46;,00;4;2024-08-01 07:33:00
2021;130101;00001;413210011;121010221;13210011;1;13;132;1321;132100;13210011;1;SECR. DE ESTADO DE ECONOMIA DO DISTRITO FEDERAL;TESOURO; ;APLICAÇÕES FINANCEIRAS VINCULADAS;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;RECEITAS CORRENTES;RECEITA PATRIMONIAL;VALORES MOBILIÁRIOS;JUROS E CORREÇÕES MONETÁRIAS;JUROS E CORREÇÕES MONETÁRIAS;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;TESOURO;1865,79;1865,79;,00;8;2024-08-01 07:33:00
